CustomerID,CustomerName,Segment,Region,Country,SignupDate
CUST10113,Customer_113,Home Office,West,India,2021-10-25
CUST10114,Customer_114,Consumer,West,India,2021-08-22
CUST10115,Customer_115,Corporate,West,India,2020-01-11
CUST10116,Customer_116,Consumer,East,India,2020-07-05
CUST10117,Customer_117,Home Office,South,India,2021-12-26
CUST10118,Customer_118,Home Office,East,India,2022-11-04
CUST10119,Customer_119,Corporate,West,India,2022-02-16
CUST10120,Customer_120,Consumer,South,India,2023-08-13
CUST10121,Customer_121,Home Office,East,India,2021-02-14
CUST10122,Customer_122,Corporate,East,India,2022-08-13
CUST10123,Customer_123,Home Office,North,India,2021-08-07
CUST10124,Customer_124,Home Office,East,India,2022-12-11
CUST10125,Customer_125,Consumer,West,India,2022-11-17
CUST10126,Customer_126,Home Office,East,India,2021-07-30
CUST10127,Customer_127,Consumer,South,India,2022-11-06
CUST10128,Customer_128,Home Office,East,India,2023-10-06
CUST10129,Customer_129,Corporate,North,India,2023-12-22
CUST10130,Customer_130,Home Office,South,India,2023-06-06
CUST10131,Customer_131,Consumer,South,India,2022-09-15
CUST10132,Customer_132,Consumer,North,India,2023-05-18
CUST10133,Customer_133,Corporate,West,India,2023-12-25
CUST10134,Customer_134,Home Office,South,India,2023-08-10
CUST10135,Customer_135,Home Office,West,India,2022-01-12
CUST10136,Customer_136,Corporate,South,India,2023-02-01
CUST10137,Customer_137,Home Office,South,India,2020-07-22
CUST10138,Customer_138,Home Office,West,India,2022-12-12
CUST10139,Customer_139,Consumer,South,India,2022-08-31
CUST10140,Customer_140,Home Office,West,India,2022-07-28
CUST10141,Customer_141,Home Office,North,India,2023-10-30
CUST10142,Customer_142,Corporate,West,India,2022-12-13
CUST10143,Customer_143,Corporate,North,India,2023-07-23
CUST10144,Customer_144,Consumer,South,India,2023-09-20
CUST10145,Customer_145,Home Office,West,India,2022-11-20
CUST10146,Customer_146,Home Office,South,India,2023-03-04
CUST10147,Customer_147,Home Office,West,India,2022-12-17
CUST10148,Customer_148,Consumer,North,India,2020-04-14
CUST10149,Customer_149,Consumer,North,India,2023-07-13
CUST10150,Customer_150,Corporate,West,India,2020-09-09
CUST10151,Customer_151,Consumer,North,India,2020-10-21
CUST10152,Customer_152,Home Office,South,India,2021-10-29
CUST10153,Customer_153,Home Office,South,India,2023-03-27
CUST10154,Customer_154,Consumer,East,India,2021-07-02
CUST10155,Customer_155,Home Office,North,India,2021-09-22
CUST10156,Customer_156,Home Office,South,India,2022-12-26
CUST10157,Customer_157,Consumer,West,India,2020-10-25
CUST10158,Customer_158,Consumer,North,India,2024-01-26
CUST10159,Customer_159,Home Office,South,India,2020-04-10
CUST10160,Customer_160,Home Office,North,India,2022-12-15
CUST10161,Customer_161,Home Office,West,India,2020-11-27
CUST10162,Customer_162,Corporate,South,India,2022-04-15
CUST10163,Customer_163,Corporate,East,India,2021-01-27
CUST10164,Customer_164,Corporate,East,India,2022-05-23
CUST10165,Customer_165,Consumer,North,India,2021-01-15
CUST10166,Customer_166,Corporate,West,India,2020-04-01
CUST10167,Customer_167,Consumer,South,India,2021-03-22
CUST10168,Customer_168,Consumer,West,India,2020-04-18
CUST10169,Customer_169,Corporate,South,India,2020-11-12
CUST10170,Customer_170,Corporate,North,India,2023-04-06
CUST10171,Customer_171,Corporate,South,India,2023-12-29
CUST10172,Customer_172,Home Office,West,India,2021-03-17
CUST10173,Customer_173,Corporate,West,India,2020-08-05
CUST10174,Customer_174,Home Office,North,India,2023-05-30
CUST10175,Customer_175,Consumer,West,India,2021-11-03
CUST10176,Customer_176,Home Office,South,India,2020-10-04
CUST10177,Customer_177,Corporate,North,India,2022-10-05
CUST10178,Customer_178,Consumer,South,India,2021-07-22
CUST10179,Customer_179,Consumer,West,India,2022-10-06
CUST10180,Customer_180,Consumer,North,India,2022-05-24
CUST10181,Customer_181,Home Office,South,India,2021-04-10
CUST10182,Customer_182,Corporate,West,India,2022-04-18
CUST10183,Customer_183,Consumer,West,India,2022-01-23
CUST10184,Customer_184,Consumer,East,India,2022-04-17
CUST10185,Customer_185,Consumer,West,India,2020-01-30
CUST10186,Customer_186,Home Office,South,India,2020-12-24
CUST10187,Customer_187,Home Office,North,India,2023-08-04
CUST10188,Customer_188,Corporate,East,India,2020-03-26
CUST10189,Customer_189,Home Office,West,India,2023-06-11
CUST10190,Customer_190,Consumer,West,India,2022-01-16
CUST10191,Customer_191,Corporate,West,India,2020-11-08
CUST10192,Customer_192,Consumer,South,India,2020-12-30
CUST10193,Customer_193,Consumer,East,India,2022-06-23
CUST10194,Customer_194,Home Office,South,India,2023-07-16
CUST10195,Customer_195,Corporate,East,India,2021-11-28
CUST10196,Customer_196,Home Office,North,India,2020-05-10
CUST10197,Customer_197,Home Office,South,India,2022-03-13
CUST10198,Customer_198,Corporate,South,India,2022-02-27
CUST10199,Customer_199,Consumer,North,India,2020-12-16
CUST10200,Customer_200,Consumer,East,India,2020-06-28
CUST10201,Customer_201,Corporate,West,India,2023-04-01
CUST10202,Customer_202,Consumer,North,India,2023-01-24
CUST10203,Customer_203,Corporate,West,India,2022-02-12
CUST10204,Customer_204,Corporate,West,India,2021-05-24
CUST10205,Customer_205,Home Office,North,India,2020-12-30
CUST10206,Customer_206,Corporate,East,India,2022-09-07
CUST10207,Customer_207,Home Office,West,India,2020-12-18
CUST10208,Customer_208,Consumer,North,India,2022-03-10
CUST10209,Customer_209,Consumer,South,India,2023-12-30
CUST10210,Customer_210,Consumer,South,India,2023-01-11
CUST10211,Customer_211,Consumer,South,India,2023-06-02
CUST10212,Customer_212,Home Office,North,India,2021-02-15
CUST10213,Customer_213,Consumer,South,India,2022-01-04
CUST10214,Customer_214,Corporate,West,India,2022-09-07
CUST10215,Customer_215,Corporate,South,India,2020-04-27
CUST10216,Customer_216,Corporate,South,India,2021-04-26
CUST10217,Customer_217,Home Office,West,India,2020-07-10
CUST10218,Customer_218,Consumer,South,India,2021-08-13
CUST10219,Customer_219,Consumer,West,India,2021-08-12
CUST10220,Customer_220,Consumer,South,India,2021-10-20
CUST10221,Customer_221,Home Office,West,India,2020-04-16
CUST10222,Customer_222,Corporate,South,India,2021-01-16
CUST10223,Customer_223,Corporate,West,India,2022-02-21
CUST10224,Customer_224,Consumer,North,India,2021-01-24
CUST10225,Customer_225,Corporate,West,India,2020-08-31
CUST10226,Customer_226,Corporate,South,India,2021-08-07
CUST10227,Customer_227,Home Office,South,India,2022-05-18
CUST10228,Customer_228,Home Office,East,India,2021-04-12
CUST10229,Customer_229,Home Office,West,India,2022-05-15
CUST10230,Customer_230,Home Office,North,India,2022-07-22
CUST10231,Customer_231,Consumer,West,India,2023-05-18
CUST10232,Customer_232,Home Office,West,India,2021-08-26
CUST10233,Customer_233,Corporate,North,India,2022-10-11
CUST10234,Customer_234,Consumer,West,India,2023-01-01
CUST10235,Customer_235,Corporate,North,India,2023-08-25
CUST10236,Customer_236,Corporate,North,India,2022-05-09
CUST10237,Customer_237,Corporate,West,India,2023-04-24
CUST10238,Customer_238,Home Office,West,India,2023-06-30
CUST10239,Customer_239,Home Office,South,India,2020-01-13
CUST10240,Customer_240,Consumer,South,India,2020-10-25
CUST10241,Customer_241,Consumer,East,India,2023-01-04
CUST10242,Customer_242,Home Office,East,India,2022-12-10
CUST10243,Customer_243,Corporate,West,India,2022-02-25
CUST10244,Customer_244,Consumer,North,India,2020-05-28
CUST10245,Customer_245,Home Office,East,India,2020-05-01
CUST10246,Customer_246,Home Office,West,India,2023-05-19
CUST10247,Customer_247,Home Office,East,India,2023-07-27
CUST10248,Customer_248,Corporate,North,India,2021-06-21
CUST10249,Customer_249,Home Office,West,India,2023-03-25
CUST10250,Customer_250,Home Office,North,India,2023-06-15
CUST10251,Customer_251,Home Office,West,India,2021-01-10
CUST10252,Customer_252,Home Office,East,India,2020-03-22
CUST10253,Customer_253,Consumer,South,India,2021-05-06
CUST10254,Customer_254,Consumer,East,India,2020-12-21
CUST10255,Customer_255,Home Office,East,India,2022-07-13
CUST10256,Customer_256,Corporate,South,India,2023-07-20
CUST10257,Customer_257,Consumer,South,India,2022-12-03
CUST10258,Customer_258,Home Office,West,India,2022-10-01
CUST10259,Customer_259,Consumer,West,India,2020-05-02
CUST10260,Customer_260,Consumer,North,India,2023-10-04
CUST10261,Customer_261,Corporate,North,India,2021-12-08
CUST10262,Customer_262,Home Office,East,India,2020-11-25
CUST10263,Customer_263,Home Office,South,India,2023-12-03
CUST10264,Customer_264,Corporate,North,India,2022-09-17
CUST10265,Customer_265,Corporate,East,India,2020-11-18
CUST10266,Customer_266,Home Office,South,India,2023-02-08
CUST10267,Customer_267,Home Office,West,India,2022-02-08
CUST10268,Customer_268,Corporate,East,India,2023-01-17
CUST10269,Customer_269,Consumer,West,India,2021-03-08
CUST10270,Customer_270,Consumer,North,India,2021-12-10
CUST10271,Customer_271,Corporate,North,India,2022-03-04
CUST10272,Customer_272,Consumer,South,India,2021-12-12
CUST10273,Customer_273,Corporate,East,India,2023-01-27
CUST10274,Customer_274,Consumer,West,India,2021-06-22
CUST10275,Customer_275,Consumer,South,India,2021-08-23
CUST10276,Customer_276,Home Office,North,India,2023-03-15
CUST10277,Customer_277,Home Office,North,India,2020-09-13
CUST10278,Customer_278,Consumer,East,India,2023-04-27
CUST10279,Customer_279,Consumer,West,India,2023-06-17
CUST10280,Customer_280,Home Office,East,India,2022-05-20
CUST10281,Customer_281,Home Office,West,India,2022-06-17
CUST10282,Customer_282,Home Office,West,India,2022-03-19
CUST10283,Customer_283,Corporate,East,India,2021-11-07
CUST10284,Customer_284,Consumer,South,India,2020-09-27
CUST10285,Customer_285,Home Office,East,India,2021-07-03
CUST10286,Customer_286,Consumer,East,India,2023-02-11
CUST10287,Customer_287,Corporate,North,India,2023-09-24
CUST10288,Customer_288,Corporate,North,India,2021-07-21
CUST10289,Customer_289,Home Office,East,India,2022-09-12
CUST10290,Customer_290,Corporate,East,India,2020-12-24
CUST10291,Customer_291,Consumer,North,India,2023-09-19
CUST10292,Customer_292,Home Office,West,India,2023-04-07
CUST10293,Customer_293,Consumer,East,India,2023-09-24
CUST10294,Customer_294,Consumer,South,India,2022-03-08
CUST10295,Customer_295,Corporate,South,India,2023-07-08
CUST10296,Customer_296,Corporate,South,India,2022-06-05
CUST10297,Customer_297,Corporate,East,India,2023-05-07
CUST10298,Customer_298,Corporate,West,India,2020-07-29
CUST10299,Customer_299,Corporate,West,India,2020-10-13
CUST10300,Customer_300,Home Office,North,India,2022-01-12
CUST10301,Customer_301,Consumer,East,India,2024-02-04
CUST10302,Customer_302,Consumer,West,India,2022-11-12
CUST10303,Customer_303,Consumer,East,India,2023-02-06
CUST10304,Customer_304,Consumer,North,India,2020-10-22
CUST10305,Customer_305,Corporate,North,India,2020-01-06
CUST10306,Customer_306,Consumer,North,India,2021-07-03
CUST10307,Customer_307,Home Office,South,India,2021-11-11
CUST10308,Customer_308,Home Office,East,India,2022-03-05
CUST10309,Customer_309,Consumer,North,India,2020-07-21
CUST10310,Customer_310,Consumer,East,India,2020-11-20
CUST10311,Customer_311,Home Office,South,India,2022-04-04
CUST10312,Customer_312,Home Office,South,India,2020-08-31
CUST10313,Customer_313,Corporate,North,India,2020-11-22
CUST10314,Customer_314,Home Office,North,India,2022-09-13
CUST10315,Customer_315,Corporate,West,India,2022-12-06
CUST10316,Customer_316,Corporate,East,India,2022-01-30
CUST10317,Customer_317,Corporate,North,India,2022-11-02
CUST10318,Customer_318,Corporate,West,India,2022-06-25
CUST10319,Customer_319,Corporate,East,India,2023-11-04
CUST10320,Customer_320,Consumer,North,India,2020-12-30
CUST10321,Customer_321,Home Office,West,India,2023-09-27
CUST10322,Customer_322,Corporate,West,India,2023-05-29
CUST10323,Customer_323,Home Office,East,India,2020-03-13
CUST10324,Customer_324,Home Office,West,India,2022-12-05
CUST10325,Customer_325,Corporate,East,India,2020-09-30
CUST10326,Customer_326,Consumer,East,India,2020-07-26
CUST10327,Customer_327,Corporate,East,India,2020-05-03
CUST10328,Customer_328,Consumer,South,India,2022-10-30
CUST10329,Customer_329,Home Office,West,India,2023-09-14
CUST10330,Customer_330,Consumer,East,India,2023-04-25
CUST10331,Customer_331,Consumer,North,India,2021-06-26
CUST10332,Customer_332,Consumer,South,India,2020-02-29
CUST10333,Customer_333,Home Office,South,India,2022-06-17
CUST10334,Customer_334,Home Office,West,India,2022-06-04
CUST10335,Customer_335,Consumer,East,India,2022-02-20
CUST10336,Customer_336,Consumer,West,India,2021-03-17
CUST10337,Customer_337,Corporate,South,India,2023-05-25
CUST10338,Customer_338,Consumer,East,India,2022-06-29
CUST10339,Customer_339,Corporate,North,India,2022-10-22
CUST10340,Customer_340,Consumer,East,India,2022-04-11
CUST10341,Customer_341,Corporate,South,India,2022-10-04
CUST10342,Customer_342,Home Office,North,India,2023-10-11
CUST10343,Customer_343,Consumer,East,India,2021-09-17
CUST10344,Customer_344,Consumer,North,India,2023-04-03
CUST10345,Customer_345,Consumer,North,India,2022-09-24
CUST10346,Customer_346,Consumer,South,India,2022-01-03
CUST10347,Customer_347,Corporate,North,India,2020-03-31
CUST10348,Customer_348,Consumer,West,India,2020-06-15
CUST10349,Customer_349,Home Office,South,India,2022-08-16
CUST10350,Customer_350,Home Office,West,India,2020-07-25
CUST10351,Customer_351,Consumer,North,India,2023-07-29
CUST10352,Customer_352,Home Office,West,India,2022-12-24
CUST10353,Customer_353,Consumer,East,India,2021-05-30
CUST10354,Customer_354,Consumer,North,India,2023-03-26
CUST10355,Customer_355,Home Office,East,India,2022-01-16
CUST10356,Customer_356,Consumer,West,India,2020-11-01
CUST10357,Customer_357,Home Office,East,India,2021-01-29
CUST10358,Customer_358,Corporate,North,India,2023-01-02
CUST10359,Customer_359,Consumer,East,India,2020-07-05
CUST10360,Customer_360,Corporate,West,India,2023-09-22
CUST10361,Customer_361,Home Office,West,India,2021-09-14
CUST10362,Customer_362,Corporate,West,India,2021-12-30
CUST10363,Customer_363,Corporate,North,India,2020-08-27
CUST10364,Customer_364,Home Office,West,India,2021-06-16
CUST10365,Customer_365,Corporate,North,India,2020-05-20
CUST10366,Customer_366,Corporate,East,India,2023-07-12
CUST10367,Customer_367,Home Office,West,India,2020-05-18
CUST10368,Customer_368,Corporate,East,India,2021-04-03
CUST10369,Customer_369,Home Office,South,India,2020-03-10
CUST10370,Customer_370,Corporate,East,India,2021-01-19
CUST10371,Customer_371,Home Office,South,India,2021-09-21
CUST10372,Customer_372,Home Office,East,India,2020-07-16
CUST10373,Customer_373,Corporate,North,India,2020-07-23
CUST10374,Customer_374,Corporate,East,India,2021-07-21
CUST10375,Customer_375,Corporate,North,India,2022-09-08
CUST10376,Customer_376,Consumer,North,India,2022-03-15
CUST10377,Customer_377,Consumer,West,India,2022-05-08
CUST10378,Customer_378,Consumer,North,India,2022-05-31
CUST10379,Customer_379,Home Office,South,India,2022-08-31
CUST10380,Customer_380,Corporate,West,India,2021-10-01
CUST10381,Customer_381,Home Office,West,India,2023-12-25
CUST10382,Customer_382,Consumer,East,India,2020-11-20
CUST10383,Customer_383,Corporate,North,India,2021-03-17
CUST10384,Customer_384,Home Office,North,India,2022-03-14
CUST10385,Customer_385,Corporate,South,India,2020-10-14
CUST10386,Customer_386,Home Office,East,India,2020-08-13
CUST10387,Customer_387,Corporate,East,India,2022-12-23
CUST10388,Customer_388,Consumer,West,India,2022-08-24
CUST10389,Customer_389,Consumer,West,India,2022-07-26
CUST10390,Customer_390,Corporate,West,India,2021-07-13
CUST10391,Customer_391,Home Office,South,India,2021-12-14
CUST10392,Customer_392,Consumer,South,India,2021-05-12
CUST10393,Customer_393,Consumer,West,India,2022-04-28
CUST10394,Customer_394,Consumer,East,India,2022-07-14
CUST10395,Customer_395,Corporate,South,India,2020-02-29
CUST10396,Customer_396,Corporate,East,India,2023-11-21
CUST10397,Customer_397,Home Office,East,India,2020-09-13
CUST10398,Customer_398,Home Office,North,India,2021-07-30
CUST10399,Customer_399,Home Office,West,India,2020-08-26
CUST10400,Customer_400,Corporate,North,India,2020-02-07
CUST10401,Customer_401,Corporate,West,India,2020-01-25
CUST10402,Customer_402,Home Office,West,India,2021-02-13
CUST10403,Customer_403,Home Office,East,India,2021-04-05
CUST10404,Customer_404,Corporate,West,India,2022-09-14
CUST10405,Customer_405,Home Office,East,India,2023-12-11
CUST10406,Customer_406,Consumer,East,India,2020-12-22
CUST10407,Customer_407,Corporate,West,India,2021-01-17
CUST10408,Customer_408,Home Office,East,India,2023-03-27
CUST10409,Customer_409,Corporate,East,India,2021-07-22
CUST10410,Customer_410,Consumer,East,India,2023-12-27
CUST10411,Customer_411,Corporate,South,India,2022-12-07
CUST10412,Customer_412,Corporate,East,India,2023-09-13
CUST10413,Customer_413,Corporate,South,India,2021-03-08
CUST10414,Customer_414,Corporate,South,India,2023-12-25
CUST10415,Customer_415,Consumer,East,India,2020-02-25
CUST10416,Customer_416,Corporate,East,India,2021-07-30
CUST10417,Customer_417,Corporate,South,India,2020-09-24
CUST10418,Customer_418,Home Office,South,India,2020-03-09
CUST10419,Customer_419,Corporate,East,India,2022-06-20
CUST10420,Customer_420,Home Office,East,India,2024-01-12
CUST10421,Customer_421,Consumer,West,India,2022-03-03
CUST10422,Customer_422,Consumer,South,India,2020-09-13
CUST10423,Customer_423,Consumer,South,India,2021-11-02
CUST10424,Customer_424,Consumer,West,India,2021-05-04
CUST10425,Customer_425,Home Office,South,India,2022-01-15
CUST10426,Customer_426,Corporate,North,India,2020-02-18
CUST10427,Customer_427,Consumer,South,India,2020-11-11
CUST10428,Customer_428,Corporate,West,India,2021-02-16
CUST10429,Customer_429,Home Office,North,India,2021-03-09
CUST10430,Customer_430,Home Office,East,India,2022-10-22
CUST10431,Customer_431,Home Office,West,India,2023-03-14
CUST10432,Customer_432,Consumer,West,India,2023-10-21
CUST10433,Customer_433,Corporate,East,India,2021-02-23
CUST10434,Customer_434,Corporate,West,India,2022-04-23
CUST10435,Customer_435,Corporate,South,India,2024-01-07
CUST10436,Customer_436,Home Office,East,India,2022-07-04
CUST10437,Customer_437,Consumer,West,India,2021-03-09
CUST10438,Customer_438,Home Office,East,India,2021-10-04
CUST10439,Customer_439,Home Office,East,India,2020-02-26
CUST10440,Customer_440,Corporate,East,India,2022-08-21
CUST10441,Customer_441,Home Office,North,India,2022-09-03
CUST10442,Customer_442,Corporate,West,India,2023-04-16
CUST10443,Customer_443,Consumer,North,India,2023-08-09
CUST10444,Customer_444,Corporate,West,India,2020-02-15
CUST10445,Customer_445,Consumer,South,India,2023-04-08
CUST10446,Customer_446,Corporate,South,India,2023-07-18
CUST10447,Customer_447,Home Office,South,India,2021-02-20
CUST10448,Customer_448,Home Office,West,India,2022-04-27
CUST10449,Customer_449,Consumer,East,India,2020-05-18
CUST10450,Customer_450,Consumer,East,India,2020-09-03
CUST10451,Customer_451,Consumer,North,India,2023-03-17
CUST10452,Customer_452,Corporate,North,India,2020-08-17
CUST10453,Customer_453,Corporate,South,India,2022-03-02
CUST10454,Customer_454,Consumer,North,India,2021-09-28
CUST10455,Customer_455,Home Office,West,India,2021-01-08
CUST10456,Customer_456,Corporate,West,India,2023-01-08
CUST10457,Customer_457,Corporate,North,India,2022-01-07
CUST10458,Customer_458,Corporate,North,India,2022-12-24
CUST10459,Customer_459,Consumer,North,India,2020-03-28
CUST10460,Customer_460,Consumer,North,India,2023-01-16
CUST10461,Customer_461,Consumer,South,India,2021-12-13
CUST10462,Customer_462,Consumer,South,India,2023-05-12
CUST10463,Customer_463,Consumer,North,India,2023-11-06
CUST10464,Customer_464,Home Office,West,India,2021-08-23
CUST10465,Customer_465,Home Office,South,India,2024-02-08
CUST10466,Customer_466,Consumer,West,India,2021-06-22
CUST10467,Customer_467,Corporate,East,India,2020-08-01
CUST10468,Customer_468,Consumer,West,India,2020-03-14
CUST10469,Customer_469,Home Office,North,India,2020-03-01
CUST10470,Customer_470,Home Office,East,India,2021-11-28
CUST10471,Customer_471,Corporate,South,India,2023-05-27
CUST10472,Customer_472,Home Office,South,India,2020-01-12
CUST10473,Customer_473,Consumer,East,India,2022-03-24
CUST10474,Customer_474,Corporate,West,India,2023-12-09
CUST10475,Customer_475,Consumer,South,India,2020-02-01
CUST10476,Customer_476,Consumer,North,India,2023-03-29
CUST10477,Customer_477,Corporate,East,India,2022-09-27
CUST10478,Customer_478,Consumer,North,India,2020-08-24
CUST10479,Customer_479,Home Office,East,India,2023-04-19
CUST10480,Customer_480,Consumer,South,India,2021-07-11
CUST10481,Customer_481,Corporate,West,India,2023-09-26
CUST10482,Customer_482,Corporate,East,India,2024-01-21
CUST10483,Customer_483,Corporate,East,India,2023-01-08
CUST10484,Customer_484,Consumer,North,India,2021-10-08
CUST10485,Customer_485,Corporate,South,India,2022-09-13
CUST10486,Customer_486,Corporate,North,India,2022-03-30
CUST10487,Customer_487,Consumer,South,India,2021-04-17
CUST10488,Customer_488,Home Office,North,India,2020-04-21
CUST10489,Customer_489,Consumer,East,India,2023-08-08
CUST10490,Customer_490,Corporate,North,India,2021-01-17
CUST10491,Customer_491,Corporate,West,India,2020-01-17
CUST10492,Customer_492,Consumer,South,India,2021-05-07
CUST10493,Customer_493,Home Office,South,India,2023-09-16
CUST10494,Customer_494,Corporate,East,India,2022-07-14
CUST10495,Customer_495,Corporate,South,India,2023-11-30
CUST10496,Customer_496,Corporate,West,India,2020-04-26
CUST10497,Customer_497,Consumer,North,India,2022-05-29
