OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,SalesAmount,Discount,DiscountAmount,NetSales,Cost,Profit
ORD100026,2023-04-07,CUST14527,PROD1689,7,2751.05,19257.350000000002,0.11,2118.3085,17139.041500000003,14300.219105569435,2838.8223944305682
ORD100027,2021-03-10,CUST14055,PROD1113,4,1167.22,4668.88,0.05,233.44400000000002,4435.436,2995.3286333586852,1440.1073666413145
ORD100028,2021-07-25,CUST11219,PROD1406,1,3409.24,3409.24,0.18,613.6632,2795.5768,2097.9693500177773,697.6074499822225
ORD100029,2022-01-03,CUST13795,PROD1025,8,3843.59,30748.72,0.18,5534.7696,25213.9504,15682.630204409948,9531.320195590053
ORD100030,2023-12-03,CUST14604,PROD1236,5,2684.82,13424.1,0.26,3490.266,9933.834,8459.14731382517,1474.6866861748313
ORD100031,2021-11-16,CUST14542,PROD1309,8,2258.63,18069.04,0.26,4697.950400000001,13371.0896,9427.548677259714,3943.540922740285
ORD100032,2022-09-21,CUST10527,PROD1683,8,2632.32,21058.56,0.25,5264.64,15793.920000000002,12234.955349191763,3558.9646508082387
ORD100033,2021-06-09,CUST12922,PROD1232,5,2631.6,13158.0,0.16,2105.28,11052.72,7886.783879193773,3165.9361208062264
ORD100034,2021-04-19,CUST15849,PROD1548,8,351.22,2809.76,0.2,561.9520000000001,2247.808,1751.6720653407995,496.13593465920053
ORD100035,2022-08-15,CUST15724,PROD1264,7,4038.38,28268.66,0.23,6501.7918,21766.8682,17919.77859567765,3847.089604322351
ORD100036,2022-09-17,CUST13204,PROD1989,3,1952.96,5858.88,0.03,175.7664,5683.1136,3967.065513440386,1716.0480865596137
ORD100037,2021-07-01,CUST11162,PROD1012,4,3717.14,14868.56,0.09,1338.1704,13530.389599999999,10225.976370145709,3304.41322985429
ORD100038,2022-07-03,CUST14764,PROD1495,7,547.13,3829.91,0.05,191.4955,3638.4145,3050.673611830813,587.7408881691867
ORD100039,2023-09-22,CUST13564,PROD1315,4,2715.23,10860.92,0.15,1629.138,9231.782,7444.097450323345,1787.6845496766546
ORD100040,2023-05-15,CUST10846,PROD1617,6,3409.09,20454.54,0.25,5113.635,15340.905,9467.20826261218,5873.6967373878215
ORD100041,2023-10-07,CUST12117,PROD1637,2,1136.2,2272.4,0.07,159.068,2113.332,1628.5920696723433,484.73993032765657
ORD100042,2022-03-11,CUST13086,PROD1847,2,3323.11,6646.22,0.22,1462.1684,5184.051600000001,3695.710914252947,1488.3406857470536
ORD100043,2023-12-14,CUST11770,PROD1383,3,4874.16,14622.48,0.12,1754.6976,12867.7824,10456.798049444753,2410.984350555247
ORD100044,2023-11-07,CUST13283,PROD1641,7,279.19,1954.33,0.27,527.6691000000001,1426.6608999999999,863.1303469364514,563.5305530635485
ORD100045,2022-07-10,CUST11825,PROD1990,3,3450.28,10350.84,0.19,1966.6596,8384.180400000001,5862.043218516471,2522.13718148353
ORD100046,2021-04-24,CUST13323,PROD1315,3,2715.23,8145.6900000000005,0.29,2362.2501,5783.4399,3620.1321916841775,2163.3077083158228
ORD100047,2022-05-01,CUST10445,PROD1255,4,1918.75,7675.0,0.07,537.25,7137.75,6253.722334684549,884.0276653154506
ORD100048,2022-01-03,CUST11025,PROD1440,6,259.16,1554.96,0.28,435.38880000000006,1119.5711999999999,966.1338220820102,153.4373779179897
ORD100049,2023-05-19,CUST11771,PROD1114,1,1703.28,1703.28,0.11,187.3608,1515.9192,1349.8147853079663,166.10441469203374
ORD100050,2023-01-14,CUST11359,PROD1298,6,2549.13,15294.78,0.19,2906.0082,12388.7718,9824.797640374196,2563.9741596258045
ORD100051,2023-03-15,CUST10018,PROD1914,8,2080.89,16647.12,0.05,832.356,15814.764,13317.844594561244,2496.9194054387553
ORD100052,2021-07-17,CUST10560,PROD1123,8,3365.49,26923.92,0.23,6192.5016,20731.4184,16244.323171076267,4487.095228923732
ORD100053,2021-05-31,CUST10471,PROD1255,6,1918.75,11512.5,0.29,3338.6249999999995,8173.875,6110.89636845117,2062.97863154883
ORD100054,2021-03-01,CUST10027,PROD1650,6,3719.4,22316.4,0.24,5355.936000000001,16960.464,14418.872933722681,2541.5910662773185
ORD100055,2021-07-06,CUST10559,PROD1717,3,2141.68,6425.039999999999,0.18,1156.5071999999998,5268.532799999999,4387.89683067138,880.6359693286195
ORD100056,2022-09-14,CUST12655,PROD1046,2,3309.62,6619.24,0.13,860.5012,5758.7388,4722.068162112658,1036.6706378873423
ORD100057,2021-08-09,CUST13236,PROD1728,7,2237.82,15664.740000000002,0.1,1566.4740000000002,14098.266000000001,12239.737789264556,1858.528210735445
ORD100058,2023-03-23,CUST14553,PROD1830,8,2923.52,23388.16,0.13,3040.4608000000003,20347.6992,17877.96165578162,2469.73754421838
ORD100059,2023-11-10,CUST10944,PROD1902,6,1422.18,8533.08,0.1,853.308,7679.772,5633.774684980569,2045.997315019431
ORD100060,2023-01-25,CUST13948,PROD1462,5,4727.99,23639.949999999997,0.25,5909.987499999999,17729.962499999998,12142.30084887024,5587.661651129758
ORD100061,2023-07-08,CUST15295,PROD1349,4,2187.89,8751.56,0.27,2362.9212,6388.638799999999,4814.067185429962,1574.5716145700371
ORD100062,2023-07-18,CUST13656,PROD1122,1,3765.64,3765.64,0.28,1054.3792,2711.2608,1702.4545005897364,1008.8062994102636
ORD100063,2023-11-26,CUST15079,PROD1030,9,1099.96,9899.64,0.13,1286.9532,8612.6868,7591.636746977647,1021.0500530223526
ORD100064,2022-01-22,CUST14963,PROD1983,4,1014.83,4059.32,0.16,649.4912,3409.8288000000002,3052.328697621861,357.5001023781392
ORD100065,2022-07-21,CUST13063,PROD1054,2,561.95,1123.9,0.17,191.06300000000002,932.8370000000001,742.3623733014987,190.47462669850142
ORD100066,2023-02-20,CUST11979,PROD1152,4,1859.9,7439.6,0.2,1487.92,5951.68,4903.282691021282,1048.3973089787187
ORD100067,2021-02-14,CUST12716,PROD1455,5,987.21,4936.05,0.0,0.0,4936.05,3440.9284349821683,1495.121565017832
ORD100068,2021-07-24,CUST14921,PROD1285,2,290.96,581.92,0.25,145.48,436.43999999999994,375.28613076834176,61.15386923165818
ORD100069,2021-03-25,CUST10815,PROD1035,7,1496.99,10478.93,0.08,838.3144000000001,9640.615600000001,8388.210565409076,1252.4050345909254
ORD100070,2023-04-09,CUST12326,PROD1817,3,2017.53,6052.59,0.14,847.3626000000002,5205.2274,3243.2245521994087,1962.002847800591
ORD100071,2023-06-24,CUST12330,PROD1909,8,4172.56,33380.48,0.25,8345.12,25035.36,16008.439367000428,9026.920632999572
ORD100072,2022-05-11,CUST11002,PROD1796,4,789.98,3159.92,0.3,947.976,2211.944,1500.2640259813927,711.6799740186073
ORD100073,2023-10-12,CUST11542,PROD1922,5,1590.49,7952.45,0.24,1908.588,6043.862,4902.190622052819,1141.671377947181
ORD100074,2023-11-17,CUST14204,PROD1884,3,3316.42,9949.26,0.01,99.49260000000001,9849.7674,6451.690252859093,3398.077147140908
ORD100075,2023-08-19,CUST11229,PROD1255,5,1918.75,9593.75,0.11,1055.3125,8538.4375,5686.804551313224,2851.632948686776
ORD100076,2023-03-03,CUST13305,PROD1177,9,2126.86,19141.74,0.07,1339.9218000000003,17801.8182,12720.450619285473,5081.367580714528
ORD100077,2022-04-12,CUST12529,PROD1547,2,1662.11,3324.22,0.29,964.0237999999998,2360.1962,1849.1922618873355,511.0039381126644
ORD100078,2022-06-14,CUST15017,PROD1253,7,3592.32,25146.24,0.08,2011.6992000000002,23134.540800000002,20656.665129985864,2477.8756700141384
ORD100079,2023-06-13,CUST11430,PROD1507,8,614.2,4913.6,0.28,1375.8080000000002,3537.7920000000004,2954.6521130849637,583.1398869150366
ORD100080,2023-10-07,CUST13912,PROD1673,3,2709.32,8127.960000000001,0.28,2275.8288000000007,5852.1312,4491.458348797448,1360.672851202552
ORD100081,2023-05-02,CUST11532,PROD1020,4,4072.26,16289.04,0.25,4072.26,12216.78,7511.0701659569895,4705.709834043011
ORD100082,2022-09-19,CUST11892,PROD1805,2,4198.21,8396.42,0.03,251.8926,8144.5274,6149.541491759505,1994.9859082404946
ORD100083,2022-03-15,CUST13124,PROD1074,9,3696.91,33272.19,0.0,0.0,33272.19,22000.422361698813,11271.76763830119
ORD100084,2021-10-02,CUST11421,PROD1992,3,2172.77,6518.3099999999995,0.24,1564.3944,4953.915599999999,3418.3043853421364,1535.611214657863
ORD100085,2022-10-21,CUST15318,PROD1718,9,3744.94,33704.46,0.25,8426.115,25278.345,17069.40990146215,8208.935098537851
ORD100086,2022-06-09,CUST10390,PROD1459,7,4103.15,28722.049999999996,0.29,8329.394499999999,20392.655499999997,14361.210277643055,6031.445222356942
ORD100087,2021-10-03,CUST15768,PROD1983,6,1014.83,6088.9800000000005,0.07,426.2286000000001,5662.7514,3503.4193378638242,2159.332062136176
ORD100088,2021-05-19,CUST12818,PROD1177,3,2126.86,6380.58,0.22,1403.7276,4976.8524,3847.3624243341537,1129.489975665846
ORD100089,2021-07-11,CUST11869,PROD1381,7,1895.64,13269.480000000001,0.16,2123.1168000000002,11146.363200000002,6840.8119357525575,4305.551264247444
ORD100090,2022-05-14,CUST12960,PROD1036,3,2329.75,6989.25,0.1,698.9250000000001,6290.325,5020.78055138744,1269.5444486125598
ORD100091,2021-08-03,CUST15617,PROD1970,6,931.6,5589.6,0.18,1006.128,4583.472000000001,3754.9668075729182,828.5051924270824
ORD100092,2021-01-04,CUST11195,PROD1119,8,1241.95,9935.6,0.16,1589.6960000000001,8345.904,6224.535548498362,2121.3684515016384
ORD100093,2021-05-10,CUST12605,PROD1914,5,2080.89,10404.449999999999,0.09,936.4004999999999,9468.0495,7899.924008893654,1568.1254911063452
ORD100094,2021-03-05,CUST10857,PROD1629,3,1746.78,5240.34,0.08,419.22720000000004,4821.1128,4291.837584536525,529.2752154634745
ORD100095,2023-04-06,CUST15305,PROD1000,6,763.36,4580.16,0.15,687.024,3893.136,2733.0429183365814,1160.0930816634186
ORD100096,2022-11-03,CUST13227,PROD1720,8,1619.08,12952.64,0.14,1813.3696,11139.2704,8751.813714082095,2387.456685917905
ORD100097,2021-06-07,CUST11516,PROD1935,3,4075.32,12225.960000000001,0.09,1100.3364000000001,11125.6236,7755.889416186841,3369.7341838131597
ORD100098,2023-09-18,CUST15746,PROD1310,5,2645.32,13226.6,0.08,1058.1280000000002,12168.472,8919.680722988225,3248.7912770117746
ORD100099,2021-06-05,CUST11153,PROD1207,9,4672.97,42056.73,0.29,12196.4517,29860.278300000005,18102.723754109484,11757.554545890522
ORD100100,2023-03-15,CUST10842,PROD1153,3,3616.75,10850.25,0.26,2821.065,8029.1849999999995,4996.601686126078,3032.5833138739217
ORD100101,2023-01-05,CUST15200,PROD1761,2,3208.82,6417.64,0.25,1604.41,4813.2300000000005,4039.5447620469636,773.6852379530369
ORD100102,2023-09-09,CUST15921,PROD1682,8,554.94,4439.52,0.06,266.37120000000004,4173.148800000001,2679.0460767146114,1494.1027232853894
ORD100103,2023-09-11,CUST11682,PROD1314,7,4105.66,28739.62,0.06,1724.3772,27015.2428,21875.469351759875,5139.773448240125
ORD100104,2023-11-24,CUST10294,PROD1306,9,4703.46,42331.14,0.24,10159.4736,32171.666400000002,26144.62994821511,6027.03645178489
ORD100105,2023-03-22,CUST10644,PROD1503,4,3308.67,13234.68,0.06,794.0808,12440.5992,11182.453906585462,1258.1452934145382
ORD100106,2021-07-12,CUST13633,PROD1618,3,4669.23,14007.689999999999,0.15,2101.1535,11906.536499999998,9628.563670510792,2277.9728294892066
ORD100107,2022-12-16,CUST12135,PROD1654,5,1701.42,8507.1,0.07,595.4970000000001,7911.603,5052.537234441207,2859.065765558793
ORD100108,2023-09-18,CUST15020,PROD1519,1,4695.3,4695.3,0.11,516.4830000000001,4178.817,3292.75107315972,886.0659268402801
ORD100109,2022-01-17,CUST15743,PROD1605,5,3941.19,19705.95,0.26,5123.5470000000005,14582.403,11042.420350739592,3539.982649260408
ORD100110,2023-01-06,CUST10110,PROD1909,3,4172.56,12517.68,0.27,3379.7736000000004,9137.9064,7997.653102346279,1140.2532976537204
ORD100111,2021-01-09,CUST10583,PROD1096,1,2797.11,2797.11,0.3,839.133,1957.977,1580.175586900701,377.801413099299
ORD100112,2022-06-13,CUST13225,PROD1489,3,1997.37,5992.11,0.28,1677.7908,4314.3192,3259.656175787146,1054.663024212854
ORD100113,2021-01-01,CUST11486,PROD1006,5,1088.35,5441.75,0.2,1088.3500000000001,4353.4,3427.275827519019,926.1241724809806
ORD100114,2022-08-11,CUST14864,PROD1785,5,1890.49,9452.45,0.13,1228.8185,8223.631500000001,6028.234270718506,2195.397229281495
ORD100115,2023-09-21,CUST15275,PROD1011,8,2918.05,23344.4,0.02,466.88800000000003,22877.512000000002,17215.835359108332,5661.67664089167
ORD100116,2023-07-24,CUST11648,PROD1513,1,3374.47,3374.47,0.18,607.4046,2767.0654,2259.871966773522,507.19343322647774
ORD100117,2023-11-18,CUST12381,PROD1945,7,3045.28,21316.960000000003,0.06,1279.0176000000001,20037.942400000004,12493.73486824502,7544.207531754984
ORD100118,2021-09-13,CUST10105,PROD1348,5,1262.03,6310.15,0.26,1640.639,4669.5109999999995,3663.7014713316785,1005.809528668321
ORD100119,2021-04-30,CUST13553,PROD1916,3,1583.5,4750.5,0.16,760.08,3990.42,2499.859424531359,1490.5605754686412
ORD100120,2023-06-09,CUST15818,PROD1006,4,1088.35,4353.4,0.22,957.7479999999999,3395.6519999999996,2908.454159511506,487.1978404884935
ORD100121,2022-06-06,CUST11694,PROD1499,3,1721.45,5164.35,0.2,1032.8700000000001,4131.4800000000005,3647.0185823860925,484.461417613908
ORD100122,2021-10-13,CUST11733,PROD1474,8,1844.84,14758.72,0.1,1475.872,13282.848,11078.702371867668,2204.1456281323317
ORD100123,2021-11-13,CUST10381,PROD1523,4,4769.93,19079.72,0.23,4388.3356,14691.3844,11979.494652552314,2711.889747447687
ORD100124,2021-06-15,CUST12736,PROD1851,3,1251.25,3753.75,0.25,938.4375,2815.3125,2486.2706019996863,329.0418980003137
ORD100125,2023-06-05,CUST14356,PROD1056,2,353.14,706.28,0.22,155.3816,550.8984,366.655109689515,184.24329031048507
ORD100126,2022-06-20,CUST15918,PROD1589,3,3177.61,9532.83,0.23,2192.5509,7340.2791,4908.076766353599,2432.202333646401
ORD100127,2023-10-06,CUST11316,PROD1585,7,2822.04,19754.28,0.11,2172.9708,17581.3092,13085.849480813451,4495.459719186549
ORD100128,2021-08-04,CUST15454,PROD1232,6,2631.6,15789.599999999999,0.28,4421.088,11368.511999999999,6846.560226429778,4521.951773570221
ORD100129,2021-10-19,CUST12702,PROD1790,5,4425.78,22128.899999999998,0.13,2876.7569999999996,19252.142999999996,17125.18486459603,2126.9581354039656
ORD100130,2022-09-28,CUST14915,PROD1029,8,911.54,7292.32,0.27,1968.9264,5323.393599999999,3245.5439037933565,2077.849696206643
ORD100131,2022-01-18,CUST14074,PROD1366,1,4612.34,4612.34,0.26,1199.2084,3413.1316,2658.2615442118677,754.8700557881325
ORD100132,2023-04-05,CUST14804,PROD1825,3,4573.19,13719.57,0.04,548.7828,13170.787199999999,9301.106785650523,3869.6804143494755
ORD100133,2022-10-24,CUST10906,PROD1606,2,4496.3,8992.6,0.29,2607.854,6384.746000000001,4028.071023217834,2356.674976782167
ORD100134,2023-09-21,CUST10662,PROD1819,2,1741.74,3483.48,0.3,1045.0439999999999,2438.436,1481.0681838082778,957.3678161917223
ORD100135,2021-05-04,CUST15415,PROD1055,1,2956.06,2956.06,0.18,532.0908,2423.9692,1645.2098616845792,778.7593383154208
ORD100136,2021-07-31,CUST10462,PROD1009,5,1857.93,9289.65,0.23,2136.6195,7153.0305,4520.752546670042,2632.277953329958
ORD100137,2022-01-08,CUST12902,PROD1914,5,2080.89,10404.449999999999,0.28,2913.246,7491.203999999999,6607.980370384932,883.2236296150668
ORD100138,2022-02-07,CUST14680,PROD1146,3,3105.09,9315.27,0.01,93.15270000000001,9222.1173,6210.43557174284,3011.68172825716
ORD100139,2022-05-25,CUST10942,PROD1363,9,1000.32,9002.880000000001,0.28,2520.8064000000004,6482.073600000001,4072.295189872032,2409.7784101279685
ORD100140,2023-02-06,CUST10157,PROD1598,6,2366.42,14198.52,0.19,2697.7188,11500.8012,9556.068740501794,1944.7324594982056
ORD100141,2023-09-04,CUST15946,PROD1252,6,3359.5,20157.0,0.25,5039.25,15117.75,10949.417873873763,4168.332126126237
ORD100142,2022-07-04,CUST13309,PROD1698,6,606.17,3637.0199999999995,0.16,581.9232,3055.0967999999993,2606.3024755524857,448.79432444751365
ORD100143,2023-05-21,CUST11326,PROD1939,2,1025.68,2051.36,0.16,328.2176,1723.1424000000002,1467.3062254519396,255.83617454806063
ORD100144,2023-08-14,CUST12717,PROD1744,8,1969.06,15752.48,0.27,4253.1696,11499.310399999998,10323.094532101946,1176.2158678980522
ORD100145,2023-01-04,CUST12668,PROD1252,6,3359.5,20157.0,0.15,3023.5499999999997,17133.45,14411.773702429055,2721.676297570946
ORD100146,2021-03-02,CUST12568,PROD1442,3,1451.08,4353.24,0.14,609.4536,3743.7864,2486.793466761757,1256.992933238243
ORD100147,2021-01-12,CUST13392,PROD1735,9,4352.36,39171.24,0.18,7050.8232,32120.4168,24923.34007551251,7197.076724487488
ORD100148,2023-04-05,CUST12106,PROD1339,2,4868.98,9737.96,0.16,1558.0736,8179.886399999999,6199.331598339062,1980.5548016609373
ORD100149,2021-07-13,CUST15477,PROD1515,7,3105.94,21741.58,0.13,2826.4054,18915.174600000002,14232.853430833266,4682.321169166737
ORD100150,2022-09-23,CUST14799,PROD1352,3,1264.34,3793.0199999999995,0.05,189.65099999999998,3603.3689999999997,2482.8734258151007,1120.495574184899
ORD100151,2022-12-16,CUST10647,PROD1623,6,1251.15,7506.900000000001,0.12,900.8280000000001,6606.072,4380.104836484518,2225.967163515482
ORD100152,2021-06-23,CUST13322,PROD1704,5,1761.24,8806.2,0.08,704.4960000000001,8101.704000000001,6603.443568124811,1498.26043187519
ORD100153,2023-05-23,CUST12938,PROD1652,6,4325.13,25950.78,0.12,3114.0935999999997,22836.6864,14399.182053953486,8437.504346046513
ORD100154,2021-08-17,CUST12483,PROD1322,8,1497.96,11983.68,0.18,2157.0624,9826.617600000001,6042.237785875344,3784.379814124657
ORD100155,2021-01-16,CUST14241,PROD1139,3,1929.25,5787.75,0.18,1041.795,4745.955,3390.3825357465066,1355.5724642534933
ORD100156,2021-04-07,CUST12906,PROD1860,2,3461.05,6922.1,0.07,484.5470000000001,6437.553,5299.249702509573,1138.3032974904272
ORD100157,2022-07-01,CUST13025,PROD1950,8,2333.82,18670.56,0.03,560.1168,18110.4432,15585.121215038715,2525.321984961287
ORD100158,2022-06-24,CUST11375,PROD1444,1,1512.27,1512.27,0.22,332.6994,1179.5706,898.8777127242464,280.6928872757536
ORD100159,2021-08-12,CUST11823,PROD1094,2,921.31,1842.62,0.16,294.81919999999997,1547.8008,1318.694902740994,229.10589725900604
ORD100160,2023-07-18,CUST10244,PROD1552,1,3494.76,3494.76,0.13,454.31880000000007,3040.4412,1847.3336570550687,1193.1075429449315
ORD100161,2023-02-10,CUST15679,PROD1419,5,2732.94,13664.7,0.04,546.5880000000001,13118.112000000001,9662.943546247589,3455.1684537524125
ORD100162,2021-07-04,CUST12348,PROD1513,8,3374.47,26995.76,0.12,3239.4911999999995,23756.268799999998,15204.405460848577,8551.863339151421
ORD100163,2021-06-11,CUST10867,PROD1789,2,3280.32,6560.64,0.25,1640.16,4920.4800000000005,3812.4629714380935,1108.017028561907
ORD100164,2023-01-01,CUST12861,PROD1149,4,3175.39,12701.56,0.17,2159.2652000000003,10542.2948,9238.175769783074,1304.1190302169252
ORD100165,2021-05-16,CUST10479,PROD1552,4,3494.76,13979.04,0.03,419.3712,13559.668800000001,8165.051370118185,5394.617429881816
ORD100166,2023-04-19,CUST12462,PROD1350,7,3679.77,25758.39,0.1,2575.839,23182.551,18556.851434750573,4625.699565249426
ORD100167,2021-06-12,CUST11935,PROD1115,1,3179.63,3179.63,0.29,922.0926999999999,2257.5373,1891.1500931431747,366.3872068568253
ORD100168,2023-10-05,CUST15757,PROD1631,9,2945.73,26511.57,0.16,4241.8512,22269.7188,18335.647864234434,3934.070935765565
ORD100169,2021-07-28,CUST13373,PROD1236,3,2684.82,8054.460000000001,0.09,724.9014000000001,7329.558600000001,4441.204773721551,2888.3538262784505
ORD100170,2023-03-04,CUST13021,PROD1269,6,1763.87,10583.22,0.27,2857.4694,7725.750599999999,5038.464698668382,2687.2859013316174
ORD100171,2022-01-22,CUST13192,PROD1860,5,3461.05,17305.25,0.1,1730.525,15574.725,9785.908046790439,5788.816953209562
ORD100172,2021-09-15,CUST10087,PROD1290,4,4084.29,16337.16,0.22,3594.1752,12742.9848,7972.473347414429,4770.5114525855715
ORD100173,2022-05-13,CUST11240,PROD1433,9,4645.43,41808.87,0.04,1672.3548,40136.5152,32874.02308173733,7262.492118262671
ORD100174,2022-06-23,CUST10572,PROD1008,9,1277.58,11498.22,0.05,574.911,10923.309,7946.017018872723,2977.291981127276
ORD100175,2021-04-16,CUST10813,PROD1750,1,4245.31,4245.31,0.17,721.7027000000002,3523.6073,2880.3601938893694,643.2471061106307
ORD100176,2021-07-18,CUST10178,PROD1629,7,1746.78,12227.46,0.07,855.9222,11371.537799999998,8053.6156039739235,3317.9221960260747
ORD100177,2022-03-08,CUST11725,PROD1863,9,3503.89,31535.01,0.01,315.3501,31219.6599,19828.067818871434,11391.592081128565
ORD100178,2023-08-13,CUST10162,PROD1826,5,3799.17,18995.85,0.28,5318.838,13677.011999999999,11154.090605112377,2522.9213948876222
ORD100179,2022-04-21,CUST12640,PROD1823,1,1953.04,1953.04,0.02,39.0608,1913.9792,1507.8656597949318,406.11354020506815
ORD100180,2022-09-30,CUST11005,PROD1474,8,1844.84,14758.72,0.22,3246.9184,11511.801599999999,7297.248690484126,4214.552909515873
ORD100181,2022-04-04,CUST12348,PROD1521,5,4438.65,22193.25,0.1,2219.3250000000003,19973.925,17523.31062883105,2450.614371168951
ORD100182,2023-09-26,CUST12421,PROD1536,6,1818.18,10909.08,0.28,3054.5424000000003,7854.5376,5440.651606555137,2413.885993444863
ORD100183,2023-03-24,CUST12755,PROD1684,7,1145.89,8021.2300000000005,0.3,2406.369,5614.861000000001,4471.78207750512,1143.0789224948812
ORD100184,2021-02-04,CUST14298,PROD1736,7,3256.78,22797.460000000003,0.1,2279.7460000000005,20517.714000000004,12507.481000116983,8010.232999883021
ORD100185,2022-08-01,CUST14142,PROD1010,7,4581.86,32073.019999999997,0.18,5773.143599999999,26299.876399999997,19275.514204765575,7024.362195234422
ORD100186,2022-08-23,CUST14558,PROD1612,1,1425.3,1425.3,0.23,327.819,1097.481,976.0000158139343,121.48098418606571
ORD100187,2023-07-03,CUST13741,PROD1776,7,4456.06,31192.420000000002,0.04,1247.6968000000002,29944.7232,25930.71019102468,4014.013008975322
ORD100188,2021-11-03,CUST14503,PROD1902,3,1422.18,4266.54,0.21,895.9734,3370.5666,2246.1596585936754,1124.4069414063247
ORD100189,2023-02-10,CUST11217,PROD1326,5,3802.84,19014.2,0.27,5133.834000000001,13880.366,11989.014846983639,1891.3511530163614
ORD100190,2022-07-24,CUST12474,PROD1929,5,2954.5,14772.5,0.05,738.625,14033.875,9654.198030759562,4379.676969240438
ORD100191,2022-11-02,CUST10929,PROD1594,8,934.14,7473.12,0.25,1868.28,5604.84,4795.895292824919,808.944707175081
ORD100192,2023-10-20,CUST10316,PROD1275,7,920.1,6440.7,0.03,193.22099999999998,6247.479,5115.236379568306,1132.2426204316944
ORD100193,2023-09-23,CUST11502,PROD1369,7,4729.89,33109.23,0.17,5628.569100000001,27480.660900000003,19390.787997378942,8089.87290262106
ORD100194,2021-08-24,CUST10420,PROD1489,6,1997.37,11984.22,0.1,1198.422,10785.797999999999,9418.560779177404,1367.2372208225952
